,pfr_id,last_name,first_name,height,weight,dob,college,draft_year,draft_position,combine_forty,combine_bench_reps,combine_broad_jump,combine_shuttle,combine_cone,combine_vertical,gsis_id
229,AndeMa22,Anderson,Marques,71,212,1979-05-26,UCLA,2002.0,92.0,4.5,18.0,127.0,,,39.5,00-0021217
230,AndeMi00,Anderson,Mike,72,230,1973-09-21,Utah,2000.0,189.0,,,,,,,00-0019594
231,AndeRa21,Anderson,Rashard,74,204,1977-06-14,Jackson St.,2000.0,23.0,4.55,,123.0,4.15,7.18,34.0,00-0019602
232,AndeRi01,Anderson,Ri'Shard,73,189,1991-04-03,Syracuse,,,,,,,,,00-0030788
233,AndeRi00,Anderson,Richie,74,230,1971-09-13,Penn St.,1993.0,144.0,,,,,,,00-0000339
234,AndeRo04,Anderson,Robby,75,190,1993-05-09,Temple,,,,,,,,,00-0032688
235,AndeRy00,Anderson,Ryan,74,255,1994-08-12,Alabama,2017.0,49.0,4.78,,,,,,00-0033525
236,AndeSc00,Anderson,Scotty,74,191,1979-11-24,Grambling St.,2001.0,148.0,4.57,,115.0,,,34.5,00-0020370
237,AndeSt01,Anderson,Stephen,75,230,1993-01-30,California,,,,,,,,,00-0032725
238,AndeTi20,Anderson,Tim,75,304,1980-11-22,Ohio St.,2004.0,74.0,5.01,,,,,,00-0022806
239,AndeVi00,Anderson,Vince,74,205,1984-12-08,,,,,,,,,,00-0026845
240,AndeWi00,Anderson,Willie,77,340,1975-07-11,Auburn,1996.0,10.0,,,,,,,00-0000352
241,AndeZa01,Anderson,Zaire,71,220,1992-08-18,Nebraska,,,,,,,,,00-0031696
242,AndrTr20,Andrew,Troy,76,305,1977-12-12,Duke,,,,,,,,,00-0020101
243,AndrAn00,Andrews,Antonio,70,225,1992-08-17,Western Kentucky,,,4.82,20.0,106.0,4.49,7.24,29.5,00-0030789
244,AndrDa00,Andrews,David,75,300,1992-07-10,Georgia,,,,,,,,,00-0031852
245,AndrJo01,Andrews,Josh,74,298,1991-06-21,Oregon St.,,,,,,,,,00-0030706
246,AndrMa00,Andrews,Mark,77,256,1996-09-06,Oklahoma,2018.0,86.0,4.67,17.0,113.0,4.38,7.34,31.0,00-0034753
247,AndrSh55,Andrews,Shawn,76,335,1982-12-25,Arkansas,2004.0,16.0,5.49,27.0,98.0,4.85,8.25,25.0,00-0022779
248,AndrSt21,Andrews,Stacy,78,318,1981-06-02,Mississippi,2004.0,123.0,5.07,34.0,106.0,4.78,8.09,30.5,00-0022870
249,AndrWi20,Andrews,Willie,70,195,1983-11-02,Baylor,2006.0,229.0,4.43,7.0,124.0,4.27,6.99,36.5,00-0024443
250,AndrSh00,Andrus,Shane,70,190,1980-10-02,Murray St.,,,,,,,,,00-0023728
251,AndrJo21,Andruzzi,Joe,75,315,1975-08-23,Southern Connecticut St.,,,,,,,,,00-0000374
252,AnelMa20,Anelli,Mark,75,265,1979-06-05,Wisconsin,2002.0,201.0,4.8,18.0,,,,,00-0021308
253,AngeBr00,Anger,Bryan,75,205,1988-10-06,California,2012.0,70.0,4.86,,,,,,00-0029692
254,AngePa99,Angerer,Pat,72,232,1987-01-31,Iowa,2010.0,63.0,4.71,26.0,110.0,4.29,7.04,35.0,00-0027892
255,AnguRi00,Angulo,Richard,80,260,1980-08-13,West. New Mexico,2003.0,254.0,,,,,,,00-0022041
256,AnkoEl00,Ankou,Eli,75,325,1994-06-08,UCLA,,,,,,,,,00-0033598
257,AnkrJa00,Ankrah,Jason,75,262,1991-02-28,Nebraska,,,,,,,,,00-0031135
258,AnneBl01,Annen,Blake,77,250,1991-05-28,Cincinnati,,,,,,,,,00-0030707
259,AnsaEz00,Ansah,Ezekiel,77,275,1989-05-29,BYU,2013.0,5.0,4.56,21.0,118.0,4.26,7.11,34.5,00-0030059
260,AnthCo20,Anthony,Cornelius,72,235,1978-07-07,Texas A&M,,,,,,,,,00-0019897
261,AnthRe00,Anthony,Reidel,71,178,1976-10-20,Florida,1997.0,16.0,,,,,,,00-0000387
262,AnthSt00,Anthony,Stephone,75,245,1992-07-28,Clemson,2015.0,31.0,4.56,23.0,122.0,4.03,7.07,37.0,00-0032102
263,AnunKe00,Anunike,Kenny,76,260,1990-05-22,Duke,,,,,,,,,00-0030677
264,AnunCh00,Anunoby,Chigbo,76,324,1989-01-04,Morehouse,,,,,,,,,00-0029021
265,AnzaAl00,Anzalone,Alex,75,241,1994-09-22,Florida,2017.0,76.0,4.63,16.0,116.0,4.25,6.88,30.5,00-0033914
266,ApkeTr00,Apke,Troy,73,205,1995-04-11,Penn St.,2018.0,109.0,4.34,16.0,131.0,4.03,6.56,41.0,00-0034334
267,ApplEl00,Apple,Eli,73,203,1995-08-09,Ohio St.,2016.0,10.0,4.4,13.0,,,,,00-0032379
268,ApplAn99,Applewhite,Antwan,75,246,1985-12-31,San Diego St.,,,4.73,25.0,115.0,4.36,7.5,35.0,00-0024734
269,AragLe20,Araguz,Leo,71,190,1970-01-18,S.F. Austin,,,,,,,,,00-0000400
270,ArceJJ00,Arcega-Whiteside,JJ,74,225,1996-12-31,Stanford,2019.0,57.0,,,,,,,00-0035246
271,ArceEm00,Arceneaux,Emmanuel,74,215,1987-09-17,Alcorn St.,,,,,,,,,00-0027920
272,ArchLe20,Archambeau,Lester,77,275,1967-06-27,Stanford,1990.0,186.0,,,,,,,00-0000405
273,ArchBr99,Archer,Brandon,72,239,1983-10-30,Kansas St.,,,,,,,,,00-0024764
274,ArchDr00,Archer,Dri,68,173,1991-08-09,Kent St.,2014.0,97.0,4.26,20.0,122.0,4.06,6.86,38.0,00-0031392
275,ArchBe20,Archibald,Ben,76,322,1978-08-26,BYU,,,,,,,,,00-0021666
276,ArchAd20,Archuleta,Adam,72,223,1977-11-27,Arizona St.,2001.0,20.0,4.46,31.0,,,,,00-0020521
277,ArenJa99,Arenas,Javier,69,195,1987-10-28,Alabama,2010.0,50.0,4.6,,112.0,,,,00-0027660
278,ArkiDa00,Arkin,David,77,300,1987-10-07,Missouri State,2011.0,110.0,5.31,25.0,103.0,4.63,7.6,29.0,00-0028048
279,ArmaAl00,Armah,Alex,74,255,1994-05-17,West Georgia,2017.0,192.0,,,,,,,00-0033296
280,ArmbTh00,Armbrister,Thurston,74,239,1992-12-25,Miami (FL),,,,,,,,,00-0031729
281,ArmoJo20,Armour,JoJuan,71,220,1976-07-10,Miami (OH),1999.0,224.0,,,,,,,00-0000421
282,ArmoJu00,Armour,Justin,76,210,1973-01-01,Stanford,1995.0,113.0,,,,,,,00-0000422
283,ArmoPh20,Armour,Phil,75,315,1976-12-09,North Texas,,,,,,,,,00-0000423
284,ArmsAr01,Armstead,Arik,79,292,1993-11-15,Oregon,2015.0,17.0,5.06,24.0,117.0,4.53,7.57,34.0,00-0032164
285,ArmsJe00,Armstead,Jessie,73,237,1970-10-26,Miami (FL),1993.0,207.0,,,,,,,00-0000426
286,ArmsRy00,Armstead,Ryquell,71,220,1996-10-30,Temple,2019.0,140.0,4.45,22.0,114.0,4.29,7.02,30.0,00-0035268
287,ArmsTe00,Armstead,Terron,77,304,1991-07-23,Ark-Pine Bluff,2013.0,75.0,4.71,31.0,112.0,4.72,7.62,34.5,00-0030067
288,ArmsAn00,Armstrong,Anthony,71,175,1983-03-29,West Texas A&M,,,,,,,,,00-0026465
289,ArmsBr00,Armstrong,Bruce,76,295,1965-09-07,Louisville,1987.0,23.0,,,,,,,00-0000429
290,ArmsCo00,Armstrong,Cornell,72,185,1995-09-22,Southern Miss,2018.0,209.0,,,,,,,00-0034792
291,ArmsDe00,Armstrong,Derick,74,211,1979-04-02,Ark-Monticello,,,,,,,,,00-0021406
292,ArmsDo00,Armstrong,Dorance,76,255,1997-06-10,Kansas,2018.0,116.0,,,,,,,00-0034373
293,ArmsRa01,Armstrong,Ray-Ray,75,220,1991-03-05,Miami (FL),,,,,,,,,00-0030050
294,ArmsTr00,Armstrong,Trace,76,275,1965-10-05,Arizona St.,1989.0,12.0,,,,,,,00-0000439
295,ArnfBr00,Arnfelt,Brian,76,298,1989-10-11,Northwestern,,,,,,,,,00-0029911
296,ArnoDa00,Arnold,Dan,78,220,1995-03-15,Wisconsin–Platteville,,,,,,,,,00-0034011
297,ArnoJa00,Arnold,Jahine,72,187,1973-06-19,Fresno St.,1996.0,132.0,,,,,,,00-0000446
298,ArnoSt99,Arnoux,Stanley,73,240,1986-09-09,Wake Forest,2009.0,118.0,4.56,19.0,121.0,4.39,7.22,31.5,00-0027086
299,AromDe00,Aromashodu,Devin,74,201,1984-05-23,Auburn,2006.0,233.0,4.35,,120.0,4.16,7.04,39.0,00-0024447
300,ArriAd00,Arrington,Adrian,74,185,1985-11-07,Michigan,2008.0,237.0,4.55,,,,,,00-0026377
301,ArriJ.00,Arrington,J.J.,69,212,1983-01-23,California,2005.0,44.0,4.4,18.0,121.0,4.1,6.81,35.0,00-0023479
302,ArriKy00,Arrington,Kyle,70,196,1986-08-12,Hofstra,,,,,,,,,00-0026071
303,ArriLa00,Arrington,LaVar,75,257,1978-06-20,Penn St.,2000.0,2.0,4.53,,,,,,00-0019692
304,ArtiCa00,Artis-Payne,Cameron,70,215,1990-06-23,Auburn,2015.0,174.0,4.53,,118.0,,7.13,36.5,00-0031599
305,ArtmRo20,Artmore,Rodney,72,210,1974-06-14,Baylor,,,,,,,,,00-0000457
306,AsamJo20,Asamoah,Jon,76,304,1988-07-21,Illinois,2010.0,68.0,5.07,,,,,,00-0027673
307,AsanLa99,Asante,Larry,72,211,1988-03-07,Nebraska,2010.0,160.0,4.62,14.0,118.0,4.17,7.0,37.5,00-0027759
308,AshmDa20,Ashmore,Darryl,79,310,1969-11-01,Northwestern,1992.0,171.0,,,,,,,00-0000472
309,AshwTo20,Ashworth,Tom,78,305,1977-10-10,Colorado,,,5.11,20.0,109.0,4.3,7.4,33.5,00-0019995
310,AsiaIs00,Asiata,Isaac,75,345,1992-12-29,Utah,2017.0,164.0,5.34,35.0,102.0,4.93,7.83,25.5,00-0033465
311,AsiaJo20,Asiata,Johan,76,310,1985-12-19,Oregon St.,,,,,,,,,00-0026551
312,AsiaMa00,Asiata,Matt,71,229,1987-07-24,Utah,,,4.77,22.0,104.0,4.37,7.09,30.0,00-0028198
313,AsioK.00,Asiodu,K.C.,74,225,1986-11-24,Central Oklahoma,,,,,,,,,00-0026593
314,AskeB.00,Askew,B.J.,75,233,1980-08-19,Michigan,2003.0,85.0,4.6,,,,,,00-0022003
315,AskeMa20,Askew,Matthias,77,308,1982-07-01,Michigan St.,2004.0,114.0,5.2,20.0,101.0,4.42,7.55,27.0,00-0022865
316,AskeNa01,Askew,Nate,76,235,1991-08-20,Texas A&M,,,,,,,,,00-0030834
317,AsomNn20,Asomugha,Nnamdi,74,210,1981-07-06,California,2003.0,31.0,4.45,16.0,124.0,,,37.5,00-0022077
318,AspeMa00,Asper,Mark,78,319,1985-11-08,Oregon,2012.0,178.0,5.32,23.0,,,,,00-0029296
319,AtchTi00,Atchison,Tim,73,200,1987-09-27,Baylor,,,,,,,,,00-0028459
320,AtemMa00,Ateman,Marcell,76,215,1994-09-16,Oklahoma St.,2018.0,228.0,4.62,13.0,121.0,4.25,7.07,34.0,00-0034747
321,AtkiBa99,Atkins,Baraka,77,280,1984-09-28,Miami (FL),2007.0,120.0,4.69,22.0,111.0,,,33.0,00-0025507
322,AtkiCo20,Atkins,Corey,72,235,1976-11-11,South Carolina,,,4.72,21.0,112.0,4.39,7.96,31.0,00-0019332
323,AtkiGe99,Atkins,Geno,73,300,1988-03-28,Georgia,2010.0,120.0,4.75,34.0,117.0,4.43,7.33,33.0,00-0027720
324,AtkiJa20,Atkins,James,78,306,1970-01-28,Louisiana,,,,,,,,,00-0000485
325,AtkiJa21,Atkins,James,77,325,1978-06-23,Virginia Union,,,,,,,,,00-0020811
326,AtkiJo01,Atkins,John,75,320,1992-12-21,Georgia,,,,,,,,,00-0034586
327,AtkiLa20,Atkins,Larry,75,250,1975-07-21,UCLA,1999.0,84.0,,,,,,,00-0000488
328,AtkiGe01,Atkinson,George,73,220,1992-11-29,Notre Dame,,,4.48,19.0,121.0,4.46,7.07,38.0,00-0031158
329,AtogO.20,Atogwe,O.J.,71,205,1981-06-23,Stanford,2005.0,66.0,4.52,22.0,,,,,00-0023501
330,AttaJe00,Attaochu,Jeremiah,75,252,1993-01-17,Georgia Tech,2014.0,50.0,,,,,,,00-0031258
331,AtwaSt00,Atwater,Steve,75,218,1966-10-28,Arkansas,1989.0,20.0,,,,,,,00-0000500
332,AubrJo00,Aubrey,Josh,70,200,1991-04-09,S.F. Austin,,,,,,,,,00-0029853
333,AuclAn00,Auclair,Antony,78,256,1993-05-28,Laval,,,,,,,,,00-0033421
334,AusbDa00,Ausberry,David,75,235,1987-09-25,USC,2011.0,241.0,,,,,,,00-0028179
335,AustBi20,Austin,Billy,70,195,1975-03-08,New Mexico,,,,,,,,,00-0000518
336,AustBl00,Austin,Blessuan,73,198,1996-07-19,Rutgers,2019.0,196.0,,15.0,,,,,00-0035294
337,AustMa00,Austin,Marvin,74,310,1989-01-01,North Carolina,2011.0,52.0,4.84,38.0,112.0,4.4,7.33,30.5,00-0027990
338,AustMi00,Austin,Miles,74,215,1984-06-30,Monmouth,,,4.47,21.0,123.0,4.14,7.09,40.5,00-0023921
339,AustRa20,Austin,Raymond,71,190,1974-12-21,Tennessee,1997.0,145.0,,,,,,,00-0000529
340,AustRe20,Austin,Reggie,69,175,1977-01-21,Wake Forest,2000.0,125.0,4.44,17.0,119.0,4.14,7.03,35.0,00-0019476
341,AustRo00,Austin,Rodney,76,311,1988-12-04,Elon,,,,,,,,,00-0029221
342,AustTa00,Austin,Tavon,68,179,1990-03-15,West Virginia,2013.0,8.0,4.34,14.0,120.0,4.01,,32.0,00-0030525
343,AustTe00,Austin,Terrence,71,175,1988-08-25,UCLA,2010.0,219.0,,,,,,,00-0027813
344,AustTh00,Austin,Thomas,75,315,1986-11-14,Clemson,,,,,,,,,00-0027385
345,AutrDa00,Autry,Darnell,70,210,1976-06-19,Northwestern,1997.0,105.0,,,,,,,00-0000534
346,AutrDe00,Autry,Denico,77,285,1990-07-15,Mississippi St.,,,,,,,,,00-0031254
347,AvanJa00,Avant,Jason,72,210,1983-04-20,Michigan,2006.0,109.0,4.62,20.0,118.0,,,37.0,00-0024324
348,AverAn00,Averett,Anthony,71,178,1994-11-30,Alabama,2018.0,118.0,4.36,13.0,119.0,4.4,6.93,31.5,00-0034265
349,AverDo00,Avery,Donnie,71,186,1984-06-12,Houston,2008.0,33.0,4.43,16.0,,,,,00-0026173
350,AverGe00,Avery,Genard,72,250,1995-04-26,Memphis,2018.0,150.0,4.59,26.0,124.0,4.36,6.9,36.0,00-0034682
351,AverJo00,Avery,John,69,188,1976-01-11,Mississippi,1998.0,29.0,,,,,,,00-0000541
352,AvriCl99,Avril,Cliff,75,260,1986-04-08,Purdue,2008.0,92.0,4.51,27.0,117.0,4.51,6.9,32.5,00-0026232
353,AwasAd20,Awasom,Adrian,77,280,1983-10-25,North Texas,,,4.93,23.0,107.0,4.4,7.57,32.5,00-0023005
354,AwuzCh00,Awuzie,Chidobe,72,202,1995-05-24,Colorado,2017.0,60.0,4.43,16.0,132.0,4.14,6.81,34.5,00-0033548
355,AyanBr99,Ayanbadejo,Brendon,73,225,1976-09-06,UCLA,,,,,,,,,00-0000551
356,AyanOb00,Ayanbadejo,Obafemi,74,237,1975-03-05,San Diego St.,,,,,,,,,00-0000552
357,AyerAk00,Ayers,Akeem,75,255,1989-07-10,UCLA,2011.0,39.0,4.81,18.0,116.0,4.28,7.49,31.0,00-0027977
358,AyerDe00,Ayers,Demarcus,71,190,1994-07-07,Houston,2016.0,229.0,4.72,,123.0,,,33.0,00-0032365
359,AyerRo99,Ayers,Robert,75,275,1985-09-06,Tennessee,2009.0,18.0,4.77,18.0,102.0,4.51,7.56,29.5,00-0026994
360,AyodAk20,Ayodele,Akin,74,245,1979-09-17,Purdue,2002.0,89.0,4.81,26.0,121.0,4.12,7.0,35.0,00-0021214
361,AyodRe99,Ayodele,Remi,74,318,1983-04-22,Oklahoma,,,,,,,,,00-0024073
362,AzumJe00,Azumah,Jerry,70,195,1977-09-01,New Hampshire,1999.0,147.0,,,,,,,00-0000559
363,BaasDa20,Baas,David,76,312,1981-09-28,Michigan,2005.0,33.0,5.06,29.0,105.0,4.46,7.5,29.5,00-0023468
364,BabeBi00,Baber,Bill,75,255,1979-01-17,Virginia,2001.0,141.0,4.76,22.0,106.0,4.19,7.12,33.0,00-0020274
365,BabeRo20,Babers,Roderick,69,190,1980-10-06,Texas,2003.0,123.0,,,,,,,00-0022056
366,BabiJa20,Babin,Jason,75,267,1980-05-24,West. Michigan,2004.0,27.0,4.62,28.0,121.0,4.14,7.03,34.0,00-0022695
367,BabiJo20,Babineaux,Jonathan,74,300,1981-10-12,Iowa,2005.0,59.0,4.87,21.0,109.0,4.57,7.7,29.5,00-0023494
368,BabiJo21,Babineaux,Jordan,72,210,1982-08-31,Southern Arkansas,,,,,,,,,00-0022409
369,BacaJe00,Baca,Jeff,76,302,1990-01-10,UCLA,2013.0,196.0,5.03,,100.0,4.44,7.26,26.5,00-0030406
370,BackKe00,Backman,Kennard,75,258,1993-02-26,Ala-Birmingham,2015.0,213.0,,,,,,,00-0031617
371,BackJe20,Backus,Jeff,77,305,1977-09-21,Michigan,2001.0,18.0,5.37,25.0,99.0,4.67,8.27,27.0,00-0020444
372,BacoWa20,Bacon,Waine,70,191,1979-04-11,Alabama,2003.0,202.0,,,,,,,00-0021933
373,BadeJo00,Bademosi,Johnson,72,219,1990-07-23,Stanford,,,,,,,,,00-0029065
374,BadgBr20,Badger,Brad,76,320,1975-01-11,Stanford,1997.0,162.0,,,,,,,00-0000576
375,BadgMi00,Badgley,Michael,70,183,1995-07-28,Miami (FL),,,,,,,,,00-0034084
376,BailAl00,Bailey,Allen,75,288,1989-03-25,Miami (FL),2011.0,86.0,4.71,27.0,117.0,4.56,7.43,36.5,00-0028024
377,BailAl01,Bailey,Alvin,75,312,1991-08-26,Arkansas,,,4.95,27.0,,,,,00-0030207
378,BailBo20,Bailey,Boss,75,233,1979-10-14,Georgia,2003.0,34.0,4.58,,135.0,,,42.0,00-0022048
379,BailCh00,Bailey,Champ,72,192,1978-06-22,Georgia,1999.0,7.0,,,,,,,00-0000585
380,BailDa00,Bailey,Dan,72,190,1988-01-26,Oklahoma St.,,,4.92,,,,,,00-0028660
381,BailDi00,Bailey,Dion,72,201,1992-03-02,USC,,,4.66,,113.0,4.15,6.97,34.0,00-0030769
382,BailJa00,Bailey,Jake,74,205,1997-06-18,Stanford,2019.0,163.0,4.72,,117.0,,,33.0,00-0035280
383,BailKa00,Bailey,Karsten,72,205,1977-04-26,Auburn,1999.0,82.0,,,,,,,00-0000598
384,BailPa99,Bailey,Patrick,76,235,1985-11-19,Duke,,,,,,,,,00-0025833
385,BailQu00,Bailey,Quinn,78,323,1995-10-18,,,,,,,,,,00-0034929
386,BailRo20,Bailey,Robert,69,176,1968-09-03,Miami (FL),1991.0,107.0,,,,,,,00-0000601
387,BailRo21,Bailey,Rodney,75,305,1979-10-07,Ohio St.,2001.0,181.0,5.1,,,,,,00-0020299
388,BailSt01,Bailey,Stedman,70,193,1990-11-11,West Virginia,2013.0,92.0,4.52,11.0,117.0,4.09,6.81,34.5,00-0030532
389,BairBr00,Bair,Brandon,79,272,1984-11-24,Oregon,,,4.92,26.0,114.0,4.37,7.07,28.0,00-0028311
390,BajeBi00,Bajema,Billy,76,259,1982-10-31,Oklahoma St.,2005.0,249.0,4.74,16.0,113.0,4.25,7.05,31.5,00-0023679
391,BakeBu00,Baker,Budda,70,195,1996-01-10,Washington,2017.0,36.0,4.45,15.0,115.0,4.08,6.76,32.5,00-0033890
392,BakeCh01,Baker,Chase,73,298,1988-05-21,Boise St.,,,,,,,,,00-0029067
393,BakeCh00,Baker,Chris,75,261,1979-11-18,Michigan St.,2002.0,88.0,4.81,18.0,112.0,,6.95,35.0,00-0021213
394,BakeCh99,Baker,Chris,74,306,1987-10-08,Hampton,,,,,,,,,00-0026512
395,BakeDa01,Baker,Dallas,75,206,1982-11-10,Florida,2007.0,227.0,4.53,,129.0,4.19,6.69,36.0,00-0025614
396,BakeDe00,Baker,Deandre,71,180,1997-09-04,Georgia,2019.0,30.0,4.52,14.0,118.0,,,,00-0035684
397,BakeEd01,Baker,Edwin,68,204,1991-06-01,Michigan St.,2012.0,250.0,4.44,20.0,111.0,4.31,7.27,35.0,00-0029317
398,BakeEu00,Baker,Eugene,74,183,1976-03-18,Kent St.,1999.0,164.0,,,,,,,00-0000627
399,BakeJa20,Baker,Jason,74,205,1978-05-17,Iowa,,,,,,,,,00-0019921
400,BakeJe00,Baker,Jerome,74,225,1996-12-25,Ohio St.,2018.0,73.0,4.53,22.0,126.0,,,36.5,00-0034797
401,BakeJo21,Baker,John,75,223,1977-04-22,North Texas,,,,,,,,,00-0019052
402,BakeJo24,Baker,Jon,73,185,1972-08-13,Arizona St.,,,,,,,,,00-0000634
403,BakeJo01,Baker,Josh,75,244,1986-12-25,Delaware,,,,,,,,,00-0028291
404,BakeRa21,Baker,Rashad,70,198,1982-02-22,Tennessee,,,4.5,21.0,117.0,4.12,7.19,36.0,00-0022521
405,BakeRo00,Baker,Robert,71,200,1976-05-14,Auburn,,,,,,,,,00-0019454
406,BakeRy00,Baker,Ryan,77,295,1984-11-25,Purdue,,,,,,,,,00-0026683
407,BakeSa21,Baker,Sam,77,308,1985-05-30,USC,2008.0,21.0,5.5,28.0,,,,,00-0026161
408,BakeSe00,Baker,Sean,73,209,1988-11-06,Ball St.,,,,,,,,,00-0029177
409,BakeSt01,Baker,Steven,80,301,1988-11-24,East Carolina,,,,,,,,,00-0029022
410,BakeTi20,Baker,Tim,76,208,1977-10-23,Texas Tech,,,,,,,,,00-0019937
411,BakhDa00,Bakhtiari,David,76,310,1991-09-30,Colorado,2013.0,109.0,5.18,28.0,101.0,4.74,7.7,25.5,00-0030074
412,BakhEr00,Bakhtiari,Eric,75,258,1984-12-02,San Diego,,,,,,,,,00-0026054
413,BaldDa20,Baldridge,Daniel,80,311,1985-10-21,Marshall,,,,,,,,,00-0027498
414,BaldAl01,Balducci,Alex,76,310,1994-03-01,Oregon,,,,,,,,,00-0032714
415,BaldDo00,Baldwin,Doug,70,192,1988-09-21,Stanford,,,,,,,,,00-0028434
416,BaldEr99,Baldwin,Ervin,74,270,1986-08-25,Michigan St.,2008.0,208.0,,,,,,,00-0026348
417,BaldJo99,Baldwin,Johnny,74,232,1984-01-01,Alabama A&M,2007.0,158.0,,,,,,,00-0025545
418,BaldJo00,Baldwin,Jonathan,76,225,1989-08-10,Pittsburgh,2011.0,26.0,4.49,20.0,129.0,4.34,7.07,42.0,00-0027964
419,BallAl99,Ball,Alan,73,176,1985-03-29,Illinois,2007.0,237.0,,,,,,,00-0025624
420,BallDa20,Ball,Dave,77,255,1981-01-04,UCLA,2004.0,133.0,5.07,24.0,,,,,00-0022814
421,BallJa20,Ball,Jason,74,301,1979-03-21,New Hampshire,,,5.41,27.0,94.0,4.73,7.87,29.0,00-0020819
422,BallJe00,Ball,Jerry,73,330,1964-12-15,SMU,1987.0,63.0,,,,,,,00-0000673
423,BallLa00,Ball,Lance,69,223,1985-06-19,Maryland,,,,,,,,,00-0026432
424,BallMa00,Ball,Marcus,73,209,1987-07-21,Memphis,,,,,,,,,00-0030640
425,BallMo00,Ball,Montee,71,214,1990-12-05,Wisconsin,2013.0,58.0,4.66,15.0,118.0,4.4,6.88,32.0,00-0030522
426,BallNe00,Ball,Neiron,74,230,1992-08-20,Florida,2015.0,161.0,4.65,22.0,,,,,00-0032205
427,BallKa00,Ballage,Kalen,74,231,1995-12-22,Arizona St.,2018.0,131.0,4.46,15.0,122.0,4.35,6.91,33.5,00-0034799
428,BallCh00,Ballard,Christian,76,298,1989-01-03,Iowa,2011.0,106.0,4.75,,111.0,4.51,7.54,31.5,00-0028044
429,BallJa21,Ballard,Jake,78,256,1987-12-02,Ohio St.,,,,,,,,,00-0027259
430,BallVi00,Ballard,Vick,70,217,1990-07-16,Mississippi St.,2012.0,170.0,4.59,23.0,115.0,4.19,7.03,33.0,00-0029547
431,BallCo00,Ballentine,Corey,71,196,1996-04-13,Washburn,2019.0,180.0,,,,,,,00-0035633
432,BallLo00,Ballentine,Lonnie,75,225,1993-04-23,Memphis,2014.0,256.0,,,,,,,00-0031098
433,BalmKe99,Balmer,Kentwan,77,298,1986-10-15,North Carolina,2008.0,29.0,5.29,33.0,103.0,4.82,7.65,29.0,00-0026169
434,BaloMi20,Balogun,Mike,72,240,1983-09-28,Central Oklahoma,,,,,,,,,00-0027374
435,BamiMi00,Bamiro,Michael,80,335,1990-10-09,,,,,,,,,,00-0030552
436,BanjCh00,Banjo,Chris,70,207,1990-02-26,SMU,,,,,,,,,00-0029747
437,BankAn20,Banks,Antonio,70,203,1973-03-12,Virginia Tech,1997.0,113.0,,,,,,,00-0000696
438,BankBr00,Banks,Brandon,67,150,1987-12-21,Kansas St.,,,4.37,,113.0,4.29,6.88,31.0,00-0027618
439,BankBr01,Banks,Brandon,75,267,1994-07-13,Charlotte,,,,,,,,,00-0033254
440,BankCh20,Banks,Chris,73,300,1973-04-04,Kansas,1996.0,226.0,,,,,,,00-0000700
441,BankGa00,Banks,Gary,72,193,1981-11-04,Troy,,,,,,,,,00-0026056
442,BankJa00,Banks,Jason,77,300,1985-05-08,Grambling St.,,,,,,,,,00-0025927
443,BankJo00,Banks,Johnthan,74,185,1989-10-03,Mississippi St.,2013.0,43.0,4.61,10.0,125.0,4.27,6.97,34.0,00-0030469
444,BankMi20,Banks,Mike,76,262,1979-11-05,Iowa St.,2002.0,223.0,4.84,,104.0,,,31.5,00-0021103
445,BankTa00,Banks,Tavian,69,203,1974-02-17,Iowa,1998.0,101.0,,,,,,,00-0000721
446,BankTo00,Banks,Tony,76,230,1973-04-05,Michigan St.,1996.0,42.0,,,,,,,00-0000722
447,BankMi21,Bankston,Michael,77,285,1970-03-12,Sam Houston St.,1992.0,100.0,,,,,,,00-0000725
448,BannJu20,Bannan,Justin,75,312,1979-04-18,Colorado,2002.0,139.0,5.0,24.0,99.0,4.24,7.31,29.0,00-0021092
449,BannZa00,Banner,Zach,80,360,1993-12-25,USC,2017.0,137.0,5.58,22.0,92.0,5.21,8.31,23.5,00-0033785
450,BannAl00,Bannister,Alex,77,207,1979-04-23,East. Kentucky,2001.0,140.0,4.47,,110.0,,,30.5,00-0020361
451,BanoBe00,Banogu,Ben,75,252,1996-01-19,TCU,2019.0,49.0,4.62,23.0,134.0,4.27,7.02,40.0,00-0034969
452,BantBr00,Banta,Bradford,78,253,1970-12-14,USC,1994.0,106.0,,,,,,,00-0000727
453,BantTu20,Banta-Cain,Tully,74,250,1980-08-28,California,2003.0,239.0,4.79,25.0,,,,,00-0022038
454,BanyJo00,Banyard,Joe,71,213,1988-11-12,Texas-El Paso,,,,,,,,,00-0029048
455,BarbDo99,Barber,Dominique,72,211,1986-08-02,Minnesota,2008.0,173.0,4.68,23.0,117.0,4.34,7.08,34.0,00-0026313
456,BarbKa20,Barber,Kantroy,72,243,1973-10-04,Colorado,1996.0,124.0,,,,,,,00-0000735
457,BarbMa01,Barber,Marion,71,218,1983-06-10,Minnesota,2005.0,109.0,4.49,20.0,127.0,,,40.0,00-0023544
458,BarbMi20,Barber,Mike,72,246,1971-11-09,Clemson,,,,,,,,,00-0000740
459,BarbPe01,Barber,Peyton,71,225,1994-02-27,Auburn,,,4.64,20.0,111.0,4.21,7.0,32.5,00-0032741
460,BarbRo00,Barber,Ronde,70,184,1975-04-07,Virginia,1997.0,66.0,,,,,,,00-0000741
